      0.0000000000      0.0000000000      0.3988841882
      0.2011969403      0.1259860012      0.0294415876
      0.3639462576      0.5566010195      0.0239303013
      0.5011315081      0.6610957565      0.0169916739
      0.6394547555      0.5521047933      0.0427493663
      0.8011654530      0.1183346338      0.0213344187
      1.0000000000      0.0000063011      0.4012478717
